Control_ID,Family_Name,Assessment_Status,Justification_Notes
RA-19,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-19(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-19(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-20,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-20(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-20(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-21,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-21(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-21(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-22,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-22(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-22(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-23,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-23(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-23(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-24,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-24(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-24(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-25,Risk Assessment,Pass,Continuous red-teaming and adversarial testing.
RA-25(1),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
RA-25(2),Risk Assessment Enhancement,Pass,Enhancement requirement: Continuous red-teaming and adversarial testing.
SA-1,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-1(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-1(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-2,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-2(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-2(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-3,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-3(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-3(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-4,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-4(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-4(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-5,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-5(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-5(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-6,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-6(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-6(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-7,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-7(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-7(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-8,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-8(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-8(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-9,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-9(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-9(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-10,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-10(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-10(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-11,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-11(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-11(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-12,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-12(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-12(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-13,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-13(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-13(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-14,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-14(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-14(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-15,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-15(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-15(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-16,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-16(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-16(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-17,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-17(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-17(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-18,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-18(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-18(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-19,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-19(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-19(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-20,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-20(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-20(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-21,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-21(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-21(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-22,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-22(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-22(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-23,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-23(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-23(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-24,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-24(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-24(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-25,System and Services Acquisition,Pass,Supply chain security reviews for hardware/software.
SA-25(1),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SA-25(2),System and Services Acquisition Enhancement,Pass,Enhancement requirement: Supply chain security reviews for hardware/software.
SC-1,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-1(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-1(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-2,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-2(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-2(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-3,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-3(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-3(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-4,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-4(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-4(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-5,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-5(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-5(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-6,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-6(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-6(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-7,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-7(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-7(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-8,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-8(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-8(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-9,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-9(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-9(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-10,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-10(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-10(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-11,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-11(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-11(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-12,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-12(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-12(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-13,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-13(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-13(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-14,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-14(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-14(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-15,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-15(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-15(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-16,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-16(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-16(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-17,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-17(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-17(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-18,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-18(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-18(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-19,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-19(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-19(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-20,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-20(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-20(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-21,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-21(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-21(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-22,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-22(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-22(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-23,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-23(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-23(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-24,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-24(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-24(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-25,System and Communications Protection,Pass,"TLS 1.3, VPC Service Controls, and encryption at rest."
SC-25(1),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SC-25(2),System and Communications Protection Enhancement,Pass,"Enhancement requirement: TLS 1.3, VPC Service Controls, and encryption at rest."
SI-1,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-1(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-1(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-2,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-2(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-2(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-3,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-3(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-3(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-4,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-4(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-4(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-5,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-5(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-5(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-6,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-6(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-6(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-7,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-7(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-7(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-8,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-8(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-8(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-9,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-9(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-9(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-10,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-10(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-10(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-11,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-11(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-11(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-12,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-12(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-12(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-13,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-13(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-13(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-14,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-14(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-14(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-15,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-15(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-15(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-16,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-16(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-16(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-17,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-17(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-17(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-18,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-18(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-18(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-19,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-19(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-19(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-20,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-20(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-20(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-21,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-21(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-21(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-22,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-22(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-22(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-23,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-23(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-23(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-24,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-24(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-24(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-25,System and Information Integrity,Partial,Risk: Input validation against prompt injection is non-deterministic.
SI-25(1),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SI-25(2),System and Information Integrity Enhancement,Partial,Enhancement requirement: Risk: Input validation against prompt injection is non-deterministic.
SR-1,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-1(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-1(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-2,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-2(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-2(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-3,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-3(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-3(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-4,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-4(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-4(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-5,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-5(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-5(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-6,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-6(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-6(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-7,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-7(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-7(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-8,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-8(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-8(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-9,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-9(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-9(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-10,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-10(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
